"id","site","orig_id","run","outdir","mean_FD","mean_relative","age","sex","handedness","eyes","orig_site"
"cleveland_sub22935","Cleveland","sub22935","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub22935_/scan_func_rest",0.536556930709,0.177171592673,39,"Female",NA,NA,"cleveland"
"cleveland_sub75398","Cleveland","sub75398","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub75398_/scan_func_rest",0.118670906299,0.0722797254348,43,"Female",NA,NA,"cleveland"
"cleveland_sub13495","Cleveland","sub13495","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub13495_/scan_func_rest",0.152688491339,0.106873326709,45,"Female",NA,NA,"cleveland"
"cleveland_sub85091","Cleveland","sub85091","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub85091_/scan_func_rest",0.380293198425,0.15369968319,52,"Female",NA,NA,"cleveland"
"cleveland_sub64706","Cleveland","sub64706","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub64706_/scan_func_rest",0.354467503937,0.152902061295,57,"Female",NA,NA,"cleveland"
"cleveland_sub99664","Cleveland","sub99664","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub99664_/scan_func_rest",0.596540255906,0.226057026089,57,"Female",NA,NA,"cleveland"
"cleveland_sub46739","Cleveland","sub46739","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub46739_/scan_func_rest",0.146010495276,0.12462138777,60,"Female",NA,NA,"cleveland"
"cleveland_sub46075","Cleveland","sub46075","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub46075_/scan_func_rest",0.386543732283,0.156521169314,33,"Male",NA,NA,"cleveland"
"cleveland_sub61868","Cleveland","sub61868","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub61868_/scan_func_rest",0.725539585039,0.287321821681,48,"Male",NA,NA,"cleveland"
"cleveland_sub18011","Cleveland","sub18011","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub18011_/scan_func_rest",0.308262465354,0.140430982599,55,"Male",NA,NA,"cleveland"
"icbm_sub05208","Icbm","sub05208","Run 3","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub05208_/scan_func_3_rest",0.108204694531,0.0791145559524,19,"Female","Right-Handed",NA,"icbm"
"icbm_sub82228","Icbm","sub82228","Run 3","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub82228_/scan_func_3_rest",0.150796173437,0.167680870262,19,"Female","Right-Handed",NA,"icbm"
"icbm_sub41546","Icbm","sub41546","Run 3","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub41546_/scan_func_3_rest",0.0866848984375,0.0805277411954,20,"Female","Left-Handed",NA,"icbm"
"icbm_sub55656","Icbm","sub55656","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub55656_/scan_func_1_rest",0.0908194445312,0.0747170791258,21,"Female","Right-Handed",NA,"icbm"
"icbm_sub63280","Icbm","sub63280","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub63280_/scan_func_1_rest",0.0723860875,0.0619433879146,22,"Female","Left-Handed",NA,"icbm"
"icbm_sub09539","Icbm","sub09539","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub09539_/scan_func_1_rest",0.106746998438,0.0354761214488,23,"Female","Right-Handed",NA,"icbm"
"icbm_sub26183","Icbm","sub26183","Run 3","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub26183_/scan_func_3_rest",0.0724889609375,0.116783657474,25,"Female","Right-Handed",NA,"icbm"
"icbm_sub41764","Icbm","sub41764","Run 2","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub41764_/scan_func_2_rest",0.166128839062,0.0901304220485,27,"Female","Right-Handed",NA,"icbm"
"icbm_sub54887","Icbm","sub54887","Run 2","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub54887_/scan_func_2_rest",0.0788026820313,0.0396826523021,31,"Female","Right-Handed",NA,"icbm"
"icbm_sub70595","Icbm","sub70595","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub70595_/scan_func_1_rest",0.09660955625,0.0570475584173,44,"Female","Right-Handed",NA,"icbm"
"icbm_sub00623","Icbm","sub00623","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub00623_/scan_func_1_rest",0.246236927344,0.144954179778,48,"Female","Right-Handed",NA,"icbm"
"icbm_sub77431","Icbm","sub77431","Run 2","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub77431_/scan_func_2_rest",0.107151428906,0.0878675073267,48,"Female","Right-Handed",NA,"icbm"
"icbm_sub76678","Icbm","sub76678","Run 2","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub76678_/scan_func_2_rest",0.0975430171875,0.243558545113,50,"Female","Right-Handed",NA,"icbm"
"icbm_sub59739","Icbm","sub59739","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub59739_/scan_func_1_rest",0.0791671570313,0.0567444236558,56,"Female","Right-Handed",NA,"icbm"
"icbm_sub55114","Icbm","sub55114","Run 2","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub55114_/scan_func_2_rest",0.256235526562,0.219531269748,58,"Female","Ambidextrous",NA,"icbm"
"icbm_sub19395","Icbm","sub19395","Run 3","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub19395_/scan_func_3_rest",0.233295525,0.113725304504,59,"Female","Right-Handed",NA,"icbm"
"icbm_sub94103","Icbm","sub94103","Run 2","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub94103_/scan_func_2_rest",0.258210635937,0.20978240731,59,"Female","Right-Handed",NA,"icbm"
"icbm_sub32549","Icbm","sub32549","Run 2","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub32549_/scan_func_2_rest",0.151677196875,0.158895055026,62,"Female","Right-Handed",NA,"icbm"
"icbm_sub93975","Icbm","sub93975","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub93975_/scan_func_1_rest",0.165851825781,0.128351297482,67,"Female","Right-Handed",NA,"icbm"
"icbm_sub87217","Icbm","sub87217","Run 2","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub87217_/scan_func_2_rest",0.23222938125,0.112064404931,78,"Female","Right-Handed",NA,"icbm"
"icbm_sub35262","Icbm","sub35262","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub35262_/scan_func_1_rest",0.113819875781,0.167023955434,20,"Male","Right-Handed",NA,"icbm"
"icbm_sub71932","Icbm","sub71932","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub71932_/scan_func_1_rest",0.106186609375,0.0488076783977,21,"Male","Right-Handed",NA,"icbm"
"icbm_sub00448","Icbm","sub00448","Run 2","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub00448_/scan_func_2_rest",0.0945547585937,0.0766928088994,25,"Male","Right-Handed",NA,"icbm"
"icbm_sub66085","Icbm","sub66085","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub66085_/scan_func_1_rest",0.139708197656,0.112930473843,30,"Male","Right-Handed",NA,"icbm"
"icbm_sub33677","Icbm","sub33677","Run 2","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub33677_/scan_func_2_rest",0.109972719531,0.101442928843,32,"Male","Right-Handed",NA,"icbm"
"icbm_sub89049","Icbm","sub89049","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub89049_/scan_func_1_rest",0.139874622656,0.0728498378469,35,"Male","Right-Handed",NA,"icbm"
"icbm_sub47658","Icbm","sub47658","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub47658_/scan_func_1_rest",0.203126634375,0.0813921737772,42,"Male","Right-Handed",NA,"icbm"
"icbm_sub49215","Icbm","sub49215","Run 2","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub49215_/scan_func_2_rest",0.107408920313,0.0674779625805,44,"Male","Right-Handed",NA,"icbm"
"icbm_sub57738","Icbm","sub57738","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub57738_/scan_func_1_rest",0.221929342969,0.0984094001733,47,"Male","Right-Handed",NA,"icbm"
"icbm_sub86516","Icbm","sub86516","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub86516_/scan_func_1_rest",0.182043691406,0.157287763254,47,"Male","Right-Handed",NA,"icbm"
"icbm_sub13478","Icbm","sub13478","Run 3","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub13478_/scan_func_3_rest",0.240989860938,0.275292984806,50,"Male","Right-Handed",NA,"icbm"
"icbm_sub40217","Icbm","sub40217","Run 3","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub40217_/scan_func_3_rest",0.179553015625,0.149095641923,54,"Male","Right-Handed",NA,"icbm"
"icbm_sub98802","Icbm","sub98802","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub98802_/scan_func_1_rest",0.171005511719,0.142780907829,56,"Male","Right-Handed",NA,"icbm"
"icbm_sub40482","Icbm","sub40482","Run 3","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub40482_/scan_func_3_rest",0.141093267188,0.0565901953335,60,"Male","Right-Handed",NA,"icbm"
"icbm_sub02503","Icbm","sub02503","Run 2","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub02503_/scan_func_2_rest",0.111426317188,0.0407382341372,70,"Male","Right-Handed",NA,"icbm"
"icbm_sub22674","Icbm","sub22674","Run 2","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub22674_/scan_func_2_rest",0.168265639844,0.0961662129214,70,"Male","Right-Handed",NA,"icbm"
"icbm_sub48210","Icbm","sub48210","Run 3","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub48210_/scan_func_3_rest",0.187957760156,0.127507312864,73,"Male","Right-Handed",NA,"icbm"
"leiden_a_sub38454","Leiden A","sub38454","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub38454_/scan_func_rest",0.105596352558,0.135498463287,21,"Male",NA,NA,"leiden_a"
"leiden_a_sub09796","Leiden A","sub09796","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub09796_/scan_func_rest",0.119881806977,0.0772109342731,23,"Male",NA,NA,"leiden_a"
"leiden_a_sub28473","Leiden A","sub28473","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub28473_/scan_func_rest",0.135407435814,0.097494541481,23,"Male",NA,NA,"leiden_a"
"leiden_a_sub12255","Leiden A","sub12255","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub12255_/scan_func_rest",0.204296098605,0.150769095287,25,"Male",NA,NA,"leiden_a"
"leiden_b_sub40907","Leiden B","sub40907","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub40907_/scan_func_rest",0.132865187907,0.0719645512753,20,"Female",NA,NA,"leiden_b"
"leiden_b_sub04484","Leiden B","sub04484","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub04484_/scan_func_rest",0.123528311628,0.0616582340209,22,"Female",NA,NA,"leiden_b"
"leiden_b_sub72247","Leiden B","sub72247","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub72247_/scan_func_rest",0.105741996279,0.0619237097439,20,"Male",NA,NA,"leiden_b"
"leiden_b_sub13537","Leiden B","sub13537","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub13537_/scan_func_rest",0.232336375814,0.33568461355,21,"Male",NA,NA,"leiden_b"
"leiden_b_sub18456","Leiden B","sub18456","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub18456_/scan_func_rest",0.132167636279,0.138510775413,21,"Male",NA,NA,"leiden_b"
"leiden_b_sub92061","Leiden B","sub92061","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub92061_/scan_func_rest",0.129590050698,0.176480877014,28,"Male",NA,NA,"leiden_b"
"munchen_sub36052","Munchen","sub36052","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub36052_/scan_func_rest",0.0953749958333,0.0773945217969,63,"Female",NA,NA,"munchen"
"munchen_sub81737","Munchen","sub81737","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub81737_/scan_func_rest",0.441320698611,0.155137611485,67,"Female",NA,NA,"munchen"
"munchen_sub74607","Munchen","sub74607","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub74607_/scan_func_rest",0.157807155556,0.156723869733,65,"Male",NA,NA,"munchen"
"munchen_sub50162","Munchen","sub50162","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub50162_/scan_func_rest",0.0805667013889,0.0619693136773,73,"Male",NA,NA,"munchen"
"munchen_sub31272","Munchen","sub31272","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub31272_/scan_func_rest",0.0550684763889,0.102475758252,74,"Male",NA,NA,"munchen"
"newark_sub76647","Newark","sub76647","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub76647_/scan_func_rest",0.204318035556,0.204760459288,23,"Female",NA,NA,"newark"
"newark_sub49705","Newark","sub49705","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub49705_/scan_func_rest",0.0579213444444,0.0471122503976,24,"Female",NA,NA,"newark"
"newark_sub32580","Newark","sub32580","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub32580_/scan_func_rest",0.226225759259,0.538422630237,26,"Female",NA,NA,"newark"
"newark_sub54933","Newark","sub54933","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub54933_/scan_func_rest",0.0714264459259,0.154463223654,26,"Female",NA,NA,"newark"
"newark_sub36023","Newark","sub36023","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub36023_/scan_func_rest",0.150935616296,0.215905319748,21,"Male",NA,NA,"newark"
"new_york_a_adhd_sub23844","New York A","sub23844","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub23844_/scan_func_rest",0.0610207453125,0.0909074281015,20.69,"Female",NA,"Open","new_york_a_adhd"
"new_york_a_sub09539","New York A","sub09539","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub09539_/scan_func_rest",0.0545172421875,0.132914943431,21.16,"Female",NA,"Open","new_york_a"
"new_york_a_sub93262","New York A","sub93262","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub93262_/scan_func_rest",0.0992474125,0.13206208417,22.47,"Female",NA,"Open","new_york_a"
"new_york_a_sub28808","New York A","sub28808","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub28808_/scan_func_rest",0.049404991875,0.102920125146,23.34,"Female",NA,"Open","new_york_a"
"new_york_a_sub66794","New York A","sub66794","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub66794_/scan_func_rest",0.197412588021,0.497570670001,23.72,"Female",NA,"Open","new_york_a"
"new_york_a_sub05208","New York A","sub05208","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub05208_/scan_func_rest",0.106653622917,0.147725492888,23.97,"Female",NA,"Open","new_york_a"
"new_york_a_sub41546","New York A","sub41546","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub41546_/scan_func_rest",0.0872942598958,0.124296973177,24.03,"Female",NA,"Open","new_york_a"
"new_york_a_sub94169","New York A","sub94169","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub94169_/scan_func_rest",0.0727994921875,0.0522001172584,24.99,"Female",NA,"Open","new_york_a"
"new_york_a_sub70566","New York A","sub70566","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub70566_/scan_func_rest",0.0792291828125,0.100711435901,25.24,"Female",NA,"Open","new_york_a"
"new_york_a_sub94945","New York A","sub94945","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub94945_/scan_func_rest",0.127870683854,0.103988217263,26.27,"Female",NA,"Open","new_york_a"
"new_york_a_sub54887","New York A","sub54887","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub54887_/scan_func_rest",0.0479698677083,0.115871219525,27.43,"Female",NA,"Open","new_york_a"
"new_york_a_sub51309","New York A","sub51309","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub51309_/scan_func_rest",0.0527186515625,0.0918622840329,27.59,"Female",NA,"Open","new_york_a"
"new_york_a_sub35262","New York A","sub35262","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub35262_/scan_func_rest",0.0636006041667,0.0455548853834,28.59,"Female",NA,"Open","new_york_a"
"new_york_a_sub82716","New York A","sub82716","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub82716_/scan_func_rest",0.112521077604,0.0556453906481,30.14,"Female",NA,"Open","new_york_a"
"new_york_a_sub30860","New York A","sub30860","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub30860_/scan_func_rest",0.219780739062,0.0810669264003,35.77,"Female",NA,"Open","new_york_a"
"new_york_a_sub47633","New York A","sub47633","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub47633_/scan_func_rest",0.142321241146,0.339477466633,37.88,"Female",NA,"Open","new_york_a"
"new_york_a_sub64439","New York A","sub64439","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub64439_/scan_func_rest",0.135892038021,0.181992025836,45.83,"Female",NA,"Open","new_york_a"
"new_york_a_sub98802","New York A","sub98802","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub98802_/scan_func_rest",0.129359797917,0.488806441269,19.65,"Male",NA,"Open","new_york_a"
"new_york_a_sub44395","New York A","sub44395","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub44395_/scan_func_rest",0.0688513364583,0.104319108688,21.8,"Male",NA,"Open","new_york_a"
"new_york_a_sub55656","New York A","sub55656","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub55656_/scan_func_rest",0.0477817046875,0.106148621282,22.79,"Male",NA,"Open","new_york_a"
"new_york_a_sub97008","New York A","sub97008","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub97008_/scan_func_rest",0.157047026563,0.261923014693,23.12,"Male",NA,"Open","new_york_a"
"new_york_a_sub18638","New York A","sub18638","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub18638_/scan_func_rest",0.0499829494792,0.105950793877,23.27,"Male",NA,"Open","new_york_a"
"new_york_a_adhd_sub77903","New York A","sub77903","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub77903_/scan_func_rest",0.0548150994792,0.11490150029,24.66,"Male",NA,"Open","new_york_a_adhd"
"new_york_a_sub63280","New York A","sub63280","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub63280_/scan_func_rest",0.106774720833,0.103674058105,25.79,"Male",NA,"Open","new_york_a"
"new_york_a_sub83782","New York A","sub83782","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub83782_/scan_func_rest",0.096281815625,0.17664790153,25.98,"Male",NA,"Open","new_york_a"
"new_york_a_adhd_sub22349","New York A","sub22349","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub22349_/scan_func_rest",0.0815377254687,0.234804642126,26.15,"Male",NA,"Open","new_york_a_adhd"
"new_york_a_adhd_sub20691","New York A","sub20691","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub20691_/scan_func_rest",0.144420070833,0.172508330491,26.35,"Male",NA,"Open","new_york_a_adhd"
"new_york_a_sub95971","New York A","sub95971","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub95971_/scan_func_rest",0.119803240104,0.106305219767,27.24,"Male",NA,"Open","new_york_a"
"new_york_a_sub21212","New York A","sub21212","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub21212_/scan_func_rest",0.113903066146,0.101163304427,30.83,"Male",NA,"Open","new_york_a"
"new_york_a_adhd_sub15758","New York A","sub15758","Run 1","/home/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub15758_/scan_func_rest",0.162700264063,0.204778978928,32.84,"Male",NA,"Open","new_york_a_adhd"
